All year round fruit salad	6	Breakfast@;Morning Tea@;Afternoon Tea	Spring@;Summer@;Autumn@;Winter	banana#_1#_Essential#_1#_whole@;kiwi fruit#_0.5#_Essential#_1#_whole@;melon#_2#_Essential#_2#_cup@;orange juice#_4#_Essential#_2#_medium@;passionfruit#_1.5#_Essential#_3#_whole@;pineapple#_1#_Essential#_0.5#_whole				15 minutes preparation<br>7 serves of fruit in this recipe<br><br>Ingredients<br><br>2 cups melon, peeled and chopped<br>(watermelon, rockmelon or honeydew melon)<br>1 banana, peeled and sliced<br>½ pineapple, cored and cubed<br>1 kiwi fruit, peeled and cubed<br>Pulp of 3 passionfruit<br>Juice of 2 oranges<br><br>Method<br><br>Combine all fruit in a large serving bowl. <br><br>Stir through passionfruit and pour over juice and mix. Serve immediately.<br><br>Serves 6.<br><br>Hint<br><br>Make sure orange juice is poured over any fruits that discolour quickly, eg: bananas, pears and apples.<br><br>Variation<br><br>All fruits can be used in this salad. When in season, use stone fruits, grapes, mangoes and strawberries.	
Easy Mince = curry	6	Lunch@;Dinner	Spring@;Summer@;Autumn@;Winter	beef mince#_5.26#_Essential#_500#_g (raw)@;carrot#_1#_Essential#_1#_medium@;celery#_1#_Essential#_1#_stick@;chickpea#_6#_Essential#_3#_cup (cooked)@;chutney#_1#_Essential#_1#_some@;coriander#_1#_Essential#_1#_some@;curry paste#_1#_Essential#_1#_some@;curry powder#_1#_Essential#_1#_some@;garlic#_1#_Optional#_1#_clove@;lemon juice#_1#_Essential#_1#_some@;oil (unsaturated)#_1#_Essential#_2#_tsp@;onion#_0.5#_Essential#_1#_small@;oyster sauce#_1#_Essential#_1#_tbsp@;pea (frozen)#_3#_Essential#_3#_cup (raw)@;rice (basmati)#_24#_Essential#_6#_cup (raw)@;spinach (English)#_3#_Essential#_3#_cup (raw)@;stock#_0.75#_Essential#_0.75#_cup@;tomato paste#_1#_Essential#_1#_tbsp@;water#_0.75#_Essential#_0.75#_cup@;worcestershire sauce#_1#_Essential#_1#_tbsp@;yoghurt#_4#_Essential#_3#_cup	worcestershire sauce#_oyster sauce@;curry paste#_curry powder@;stock#_water@;pea (frozen)#_spinach (English)			500g lean beef mince<br>2 tsp unsaturated oil<br>1 small onion, chopped<br>1 medium carrot, diced <br>1 stick celery, diced<br>1 clove garlic, crushed, optional<br>1 tbsp worcestershire sauce<br>1 tbsp no added salt tomato paste<br>3/4 cup water or no added salt stock<br><br>Heat a nonstick pan, add the oil and fry the onion, carrot and celery for a few minutes, then add the garlic if using and fry until fragrant and soft. <br><br>Add the beef mince and brown, breaking up the clumps of meat with the edge of wooden spoon so that the meat cooks in fine pieces. <br><br>Add the water or stock, tomato paste and oyster or worcestershire sauce. <br><br>Bring to the boil, turn the heat to low and simmer, covered for about 20 minutes to let the flavours develop.<br><br>=====================<br>Add curry powder or curry paste to taste to a serve of Easy Mince, along with a handful of tinned, rinsed chickpeas and a handful of frozen green peas or spinach. <br><br>Before serving squeeze some fresh lemon juice over the top. Serve with steamed basmati rice, a dollop of natural yoghurt, fresh coriander leaves and chutney.	
Easy Mince = pasta bake	6	Lunch@;Dinner	Spring@;Summer@;Autumn@;Winter	beef mince#_5.3#_Essential#_500#_g (raw)@;carrot#_1#_Essential#_1#_medium@;celery#_1#_Essential#_1#_stick@;cheese (grated)#_1#_Essential#_1#_some@;garlic#_1#_Optional#_1#_clove@;oil (unsaturated)#_1#_Essential#_2#_tsp@;onion#_0.5#_Essential#_1#_small@;oyster sauce#_1#_Essential#_1#_tbsp@;pasta (penne)#_12#_Essential#_600#_g (raw)@;stock#_0.75#_Essential#_0.75#_cup@;tomato (canned)#_6#_Essential#_6#_can@;tomato paste#_1#_Essential#_1#_tbsp@;water#_0.75#_Essential#_0.75#_cup@;worcestershire sauce#_1#_Essential#_1#_tbsp	water#_stock@;oyster sauce#_worcestershire sauce			500g lean beef mince<br>2 tsp unsaturated oil<br>1 small onion, chopped<br>1 medium carrot, diced <br>1 stick celery, diced<br>1 clove garlic, crushed, optional<br>1 tbsp worcestershire sauce<br>1 tbsp no added salt tomato paste<br>3/4 cup water or no added salt stock<br><br>Heat a nonstick pan, add the oil and fry the onion, carrot and celery for a few minutes, then add the garlic if using and fry until fragrant and soft. <br><br>Add the beef mince and brown, breaking up the clumps of meat with the edge of wooden spoon so that the meat cooks in fine pieces. <br><br>Add the water or stock, tomato paste and oyster or worcestershire sauce. <br><br>Bring to the boil, turn the heat to low and simmer, covered for about 20 minutes to let the flavours develop.<br><br>==========================<br>Add a tin of no added salt tomatoes to a serve of Easy Mince and cook to combine the flavours. <br><br>Cook wholemeal penne pasta for half the time recommended on the pack, then drain, mix with the sauce, pile into a casserole dish, <br><br>Top with grated cheese and bake until the top is golden and crispy. <br><br>Serve with a salad.<br>	
Easy Mince = stuffed capsicum	6	Lunch@;Dinner	Summer@;Autumn@;Winter	beef mince#_5.3#_Essential#_500#_g (raw)@;brown rice#_12#_Essential#_3#_cup (raw)@;capsicum (red)#_6#_Essential#_6#_medium@;carrot#_1#_Essential#_1#_medium@;celery#_1#_Essential#_1#_stick@;garlic#_1#_Optional#_1#_clove@;oil (unsaturated)#_1#_Essential#_2#_tsp@;olive#_12#_Essential#_12#_slice@;onion#_0.5#_Essential#_1#_small@;oyster sauce#_1#_Essential#_1#_tbsp@;stock#_0.75#_Essential#_0.75#_cup@;tomato paste#_1#_Essential#_1#_tbsp@;water#_0.75#_Essential#_0.75#_cup@;worcestershire sauce#_1#_Essential#_1#_tbsp	stock#_water@;oyster sauce#_worcestershire sauce			500g lean beef mince<br>2 tsp unsaturated oil<br>1 small onion, chopped<br>1 medium carrot, diced <br>1 stick celery, diced<br>1 clove garlic, crushed, optional<br>1 tbsp worcestershire sauce<br>1 tbsp no added salt tomato paste<br>3/4 cup water or no added salt stock<br><br>Heat a nonstick pan, add the oil and fry the onion, carrot and celery for a few minutes, then add the garlic if using and fry until fragrant and soft. <br><br>Add the beef mince and brown, breaking up the clumps of meat with the edge of wooden spoon so that the meat cooks in fine pieces. <br><br>Add the water or stock, tomato paste and oyster or worcestershire sauce. <br><br>Bring to the boil, turn the heat to low and simmer, covered for about 20 minutes to let the flavours develop.<br><br>=======================<br><br>Mix a serve of Easy Mince with about the same amount of leftover cooked brown rice and a few sliced black olives. <br><br>Cut the top from a red capsicum and scoop out the seeds and white membrane. <br><br>Stuff with the Easy Mince mixture and bake for 45 minutes in a moderate oven, or until the capsicum is soft.	
Fast fish medley	4	Lunch@;Dinner	Autumn@;Winter	capsicum (red)#_1#_Essential#_1#_medium@;chilli (red)#_1#_Essential#_1#_whole@;fish fillet#_3.04#_Essential#_350#_g (raw)@;garlic#_1#_Essential#_1#_clove@;herb (fresh)#_1#_Essential#_1#_some@;olive oil#_0.5#_Essential#_1#_tsp@;onion#_0.5#_Essential#_1#_small@;pea (frozen)#_1#_Essential#_1#_cup (raw)@;rice#_4#_Essential#_1#_cup (raw)@;scallop#_0.87#_Essential#_100#_g (raw)@;spinach (English)#_1#_Essential#_1#_cup (raw)@;tomato (canned)#_1#_Essential#_1#_tin@;wine#_0.33#_Essential#_0.33#_cup				15 minutes preparation + 17 minutes cooking<br>13 serves of vegies in this recipe<br><br>Ingredients<br><br>1 cup rice<br>1 teaspoon olive oil<br>1 small onion, chopped<br>1 clove garlic, crushed<br>425g can chopped tomatoes with herbs<br>1 fresh red chilli, seeded and chopped<br>1/3 cup red or white wine (optional)<br>1 medium red capsicum, seeded and chopped small<br>1 cup frozen peas<br>350g white fish fillets, cut into small pieces<br>100g scallops or scallop pieces (optional)<br>1 bunch English spinach, washed, drained and chopped<br><br>Method<br><br>Cook rice following packet directions. <br><br>Heat oil in pan and cook onion and garlic until softened. <br><br>Add tomatoes, chilli and wine and simmer for 5 minutes. <br><br>Stir in cooked rice, capsicum, peas, fish and scallops, cover and cook for 5 minutes or until fish and capsicum are cooked. <br><br>Stir through spinach until wilted and mixed well with all ingredients.<br><br>Serves 4.<br><br>Hint<br><br>You can use frozen fish in this recipe.<br><br>Variation<br><br>Prawns may replace the scallops, and other vegetables may be used, such as green beans, sweet corn and snow peas.	
Mexican corn and tomato salad	6	Lunch@;Dinner	Summer@;Autumn	capsicum (green)#_1#_Essential#_1#_medium@;corn kernels#_2.1#_Essential#_420#_g@;cucumber (Lebanese)#_1#_Essential#_1#_medium@;lemon juice#_1#_Essential#_1#_some@;olive oil#_2#_Essential#_1#_tbsp@;parsley#_2#_Essential#_2#_tbsp@;shallot/spring onion#_2#_Essential#_2#_stick@;sweet chilli sauce#_1#_Essential#_1#_tbsp@;tomato#_3#_Essential#_3#_medium@;yoghurt#_0.3#_Essential#_60#_g				10 minutes preparation + 5 minutes cooking<br><br>16 serves of vegies in this recipe<br>Ingredients<br><br>420g can sweet corn kernels (or 1 corn cob, cooked)<br>1 green capsicum, seeded and diced<br>3 ripe tomatoes, chopped<br>2 tablespoons chopped parsley<br>2 spring onions, sliced<br>1 Lebanese cucumber, finely diced<br>1 tablespoon olive oil<br>Juice of 1 lemon<br>1 tablespoon sweet chilli sauce<br>Low fat natural yoghurt - 2 teaspoons per serve<br><br>Method<br><br>Combine all ingredients except yoghurt. Mix well and spoon into a serving bowl. Top with yoghurt.<br><br>Serves 6.<br><br>Serving Suggestion<br><br>Serve with home-made guacamole.	
Ratatouille	6	Lunch@;Dinner	Summer@;Autumn	capsicum (green)#_1#_Essential#_1#_medium@;capsicum (red)#_1#_Essential#_1#_medium@;eggplant#_1#_Essential#_1#_medium@;garlic#_2#_Essential#_2#_clove@;olive oil#_2#_Essential#_1#_tbsp@;onion#_2#_Essential#_1#_large@;parsley#_2#_Essential#_2#_tbsp@;tomato#_2#_Essential#_2#_medium@;tomato (canned)#_1#_Essential#_1#_can@;zucchini#_2#_Essential#_1#_large				Ratatouille is a southern French dish made from eggplant, zucchini, onions, capsicums, tomatoes, and garlic.<br><br>10 minutes preparation + 30 minutes cooking<br>24 serves of vegies in this recipe<br><br>Ingredients<br><br>1 large onion, finely chopped<br>1 tablespoon olive oil<br>1 medium-large zucchini, diced<br>1 medium eggplant, diced<br>1 medium green capsicum, seeded and diced<br>1 medium red capsicum, seeded and diced<br>2 ripe tomatoes, chopped<br>2 cloves garlic, chopped<br>425g can crushed tomatoes<br>2 tablespoons parsley, chopped<br><br>Method<br><br>In a large saucepan saute onion in oil until soft. <br><br>Add zucchini, eggplant, capsicum, tomato and garlic. <br><br>Cover and cook gently for 10 minutes. <br><br>Add crushed tomatoes and cook for 15-20 minutes or until vegetables are tender. <br><br>Top with parsley.<br><br>Serves 6.<br><br>Hint<br><br>4-6 baby eggplants may be used if larger eggplant is unavailable.<br><br>Serving suggestion<br><br>Ratatouille can be eaten hot or cold with meats, eggs or just spread onto fresh bread.<br><br>Serve ratatouille as a filling for omelettes and jacket potatoes or as a dip.	
Salsa	2	Lunch@;Dinner	Summer@;Autumn	avocado#_1#_Optional#_1#_whole@;chilli (red)#_1#_Optional#_1#_whole@;chilli flakes#_1#_Optional#_1#_some@;coriander#_1#_Optional#_1#_some@;cucumber (Lebanese)#_1#_Essential#_1#_medium@;lemon juice#_1#_Essential#_1#_tsp@;olive oil#_1#_Essential#_2#_tsp@;onion (red)#_0.5#_Essential#_0.5#_medium@;parsley#_1#_Essential#_1#_tbsp@;tomato#_2#_Essential#_2#_medium	chilli flakes#_chilli (red)			Salsa is the Mexican word for sauce. It usually refers to a tomato-based condiment used to dip or to add flavour to dishes.<br><br>5 minutes preparation<br>7 serves of vegies in this recipe<br><br>Ingredients<br><br>2 ripe tomatoes, chopped<br>1 Lebanese cucumber, chopped<br>½ red onion, finely chopped<br>1 teaspoon lemon juice<br>2 teaspoons olive oil<br>1 tablespoon chopped parsley<br><br>Method<br><br>Combine all ingredients and toss well. Makes 2 cups.<br><br>Salsa will keep for 3-4 days, covered, in the refrigerator.<br><br>Variation<br><br>For a spicy Mexican salsa add 1 ripe avocado, 1 small red chilli, seeded and chopped (or pinch of dried chilli flakes), and 1 tablespoon fresh coriander.<br><br>Serving suggestion<br><br>Spoon over grilled fish or chicken.<br>A delicious topping on bread.	
Tuna and avocado salad	4	Lunch@;Dinner	Summer@;Autumn	avocado#_1#_Essential#_1#_whole@;basil#_1#_Essential#_1#_tbsp@;bean (butter)#_4#_Essential#_300#_g (cooked)@;bean (cannellini)#_4#_Essential#_300#_g (cooked)@;black pepper#_1#_Essential#_1#_some@;lemon#_0.25#_Essential#_0.5#_whole@;tomato#_1#_Essential#_1#_medium@;tuna#_3.15#_Essential#_315#_g (cooked)@;yoghurt#_0.2#_Essential#_2#_tbsp	bean (cannellini)#_bean (butter)			10 minutes preparation<br>10 serves of vegies in this recipe<br><br>Ingredients<br><br>315g can tuna in spring water, drained<br>300g can cannellini or butter beans, drained<br>1 tomato, chopped<br>1 avocado, skin and pip removed and chopped<br><br>Dressing<br><br>Juice of ½ lemon<br>1 teaspoon grated lemon rind<br>1 tablespoon chopped basil<br>2 tablespoons low fat natural yoghurt<br>Freshly ground or cracked black pepper, to taste<br><br>Method<br><br>In a bowl lightly fold tuna, beans, tomato and avocado. <br><br>In a small bowl mix all dressing ingredients together and pour over tuna mixture.<br><br>Serves 4.<br><br>Serving suggestion<br><br>Stuff the mixture into pita bread pockets; serve in a wholemeal roll; or pile on top of a baked jacket potato or toasted Turkish bread.	
Veggie curry	6	Lunch@;Dinner	Summer@;Autumn@;Winter	capsicum#_1#_Essential#_1#_medium@;carrot#_2#_Essential#_2#_medium@;coconut milk#_1#_Essential#_1#_cup@;curry powder#_2#_Essential#_2#_tbsp@;eggplant#_1#_Essential#_1#_medium@;garlic#_2#_Essential#_2#_clove@;ginger#_1#_Essential#_1#_some@;herb (fresh)#_2#_Essential#_2#_tbsp@;non-leafy vegetables#_1#_Essential#_1#_cup (raw)@;olive oil#_2#_Essential#_1#_tbsp@;onion#_2#_Essential#_1#_large@;potato#_2#_Essential#_2#_medium@;rice#_8#_Essential#_2#_cup (raw)@;salt#_1#_Essential#_1#_some				De-gorging cut eggplant by sprinkling with salt draws out the seeds’ bitter juices. It is important to rinse in water so the dish is not too salty. <br><br>30 minutes preparation + 40 minutes cooking<br>27 serves of vegies in this recipe<br><br>Ingredients<br><br>2 cups rice<br>1 eggplant, cut into thick slices<br>Salt<br>1 tablespoon olive oil<br>2 cloves garlic, crushed<br>1 small piece ginger, peeled and sliced<br>1 large onion, chopped<br>2-3 tablespoons red or green curry paste (according to taste)<br>2 potatoes, peeled and cubed<br>2 carrots, peeled and cubed<br>½ butternut pumpkin, peeled and cubed<br>1 red or green capsicum, seeded and chopped<br>1 cup cauliflower, or broccoli florets or green beans<br>425g can chopped tomatoes<br>1 cup reduced-fat coconut milk<br>2 tablespoons chopped herbs (e.g. basil or oregano)<br><br>Method<br><br>Cook rice following packet directions. <br><br>Sprinkle eggplant with salt and leave for 30 minutes. <br><br>Rinse, pat dry well on paper towels and cut into cubes. <br><br>Heat oil in a large saucepan and add garlic, ginger and onion cooking gently to soften. <br><br>Stir in curry paste over low heat. <br><br>Add vegetables and canned tomatoes and stir well. <br><br>Cover tightly and bring to the boil, then simmer until vegetables are tender, 20–40 minutes depending on size. <br><br>Add coconut milk and simmer for a further 5 minutes. <br><br>Add herbs and stir well.<br><br>Serves 6.<br><br>Variations<br><br>For a lower fat curry replace coconut milk with 1 cup low-fat evaporated milk and 1 teaspoon coconut essence.<br><br>To add a serve of legumes to the meal, include a can of salt reduce chickpeas, drained and rinsed.	
Veggie lasagne	6	Lunch@;Dinner	Spring@;Summer@;Autumn@;Winter	cheese (grated)#_2#_Essential#_0.5#_cup@;cheese (ricotta)#_4.17#_Essential#_500#_g@;egg#_1#_Essential#_2#_large@;flour (plain)#_0.61#_Essential#_2#_tbsp@;lasagne (instant sheet)#_12#_Essential#_12#_sheet@;milk (low-fat)#_2#_Essential#_2#_cup@;nutmeg#_1#_Essential#_1#_some@;parsley#_0.5#_Essential#_0.5#_cup (raw)@;pepper#_1#_Essential#_1#_some@;pumpkin or sweet potato#_3.33#_Essential#_500#_g (raw)@;shallot/spring onion#_6#_Essential#_6#_stick@;spinach (English) or young silver beet#_2.67#_Essential#_200#_g (raw)@;tomato pasta sauce#_425#_Essential#_425#_g				25 minutes preparation + 30 minutes cooking<br>22 serves of vegies in this recipe<br><br>Ingredients<br><br>500g pumpkin or sweet potato, peeled and sliced<br>2 bunches English spinach or young silver beet, washed and sliced<br>500g reduced-fat ricotta<br>6 spring onions, sliced<br>½ cup chopped parsley<br>12 sheets instant lasagne, softened in hot water<br>425g jar tomato pasta sauce<br><br>Topping<br><br>2 eggs<br>2 tablespoons plain flour<br>2 cups low-fat milk<br>Pinch pepper and ground nutmeg to taste<br>½ cup grated Parmesan or Romano cheese<br><br>Method<br><br>Preheat oven to 180 °C. <br><br>Steam the pumpkin for 3 minutes, then cool. <br><br>Plunge spinach into boiling water until wilted and drain well to remove excess liquid. <br><br>In a large bowl combine drained spinach, ricotta, onion and parsley. <br><br>Arrange 3 sheets of lasagne on the base of an ovenproof pan (33cm x 23cm). <br><br>Top with 1/3 each of pumpkin, tomato sauce and spinach ricotta mixture. <br><br>Repeat twice and top with remaining lasagne sheets.<br><br>To make topping, break eggs into flour and mix well to remove lumps. <br><br>Whisk in milk, pour into a saucepan and bring to the boil, whisking until smooth and thickened. <br><br>Add pepper, pour over top of lasagne and sprinkle with cheese. <br><br>Bake for 30 minutes or until golden brown.<br><br>Serves 6.<br><br>Serving suggestion<br><br>Cut into squares and serve with a green salad.<br><br>Variation<br><br>To add a serve of legumes to the meal, include a can of salt reduced lentils, drained and rinsed.	
Veggie lentil soup	4	Dinner	Spring@;Autumn@;Winter	carrot#_1#_Essential#_1#_medium@;celery#_1#_Essential#_1#_stick@;garlic#_1#_Essential#_1#_clove@;onion#_1#_Essential#_1#_medium@;parsley#_1#_Essential#_1#_some@;parsnip#_1#_Essential#_1#_medium@;potato#_2#_Essential#_1#_medium@;tomato paste#_1#_Essential#_1#_tbsp@;water#_6#_Essential#_6#_cup				10 minutes preparation + 35 minutes cooking<br>11 serves of vegies in this recipe<br><br>Ingredients<br><br>1 onion, chopped<br>1 clove garlic, crushed<br>1 carrot, diced<br>1 potato, diced<br>1 parsnip, peeled and diced<br>1 stick celery, diced<br>125g red lentils<br>6 cups chicken stock or water<br>1 tablespoon tomato paste<br>2 or 3 sprigs parsley, chopped<br><br>Method<br><br>Saute onion and garlic in a large pot with a little water until onion is translucent. <br><br>Add carrot, potato, parsnip and celery and cook for a further 5 minutes. <br><br>Stir in lentils, stock and tomato paste. <br><br>Bring to the boil, cover and simmer for 30-35 minutes, stirring occasionally. <br><br>When lentils and vegetables are just cooked, add parsley.<br><br>Serves 4.<br><br>Hint<br><br>One teaspoon of dried herbs may be substituted for fresh herbs.	
Warm roasted vegetable salad	4	Dinner	Spring@;Summer@;Autumn	basil#_1#_Essential#_1#_tbsp@;beetroot#_1#_Essential#_1#_medium@;capsicum#_1#_Optional#_1#_medium@;carrot#_1#_Optional#_1#_medium@;eggplant#_0.5#_Optional#_1#_small@;herb (dried)#_1#_Essential#_1#_some@;honey#_1#_Essential#_1#_tbsp@;mushroom (flat)#_0.67#_Optional#_100#_g (raw)@;oil spray#_1#_Essential#_1#_some@;olive oil#_0.5#_Essential#_1#_tsp@;onion#_1#_Essential#_1#_medium@;potato#_4#_Essential#_2#_medium@;pumpkin (butternut)#_2#_Optional#_300#_g (raw)@;spinach (English)#_1#_Optional#_1#_cup (raw)@;squash#_3#_Optional#_3#_medium@;sweet potato#_0.5#_Optional#_1#_small@;vinegar (balsamic)#_1#_Essential#_1#_tbsp@;zucchini#_1#_Optional#_1#_medium	basil#_herb (dried)			10 minutes preparation + 40 minutes cooking<br>15 serves of vegies in this recipe<br><br>Ingredients<br><br>300g butternut pumpkin, peeled and chopped into 2cm cubes<br>2 potatoes, peeled and chopped into 2cm cubes<br>1 capsicum, seeded and cut into large pieces<br>1 onion, chopped into eighths<br>100g flat mushrooms, quartered<br>Olive or canola oil spray<br>1 bunch English spinach leaves, washed and drained<br><br>Dressing<br><br>1 tablespoon balsamic vinegar<br>1 teaspoon olive oil<br>1 tablespoon honey<br>1 tablespoon fresh basil, chopped<br><br>Method<br><br>Preheat oven to 220°C. Line a large baking tray with baking paper. <br><br>Place pumpkin and potato in a microwave dish with a little water, cover with cling film and cook in microwave on HIGH (100%) for 4 minutes. <br><br>Toss pumpkin, potato, capsicum, onion and mushrooms together then spread in a single layer over tray. <br><br>Lightly spray with oil. <br><br>Bake for 30-40 minutes, turning after 15 minutes. <br><br>Mix dressing ingredients in a small bowl. <br><br>When vegetables are cooked, pour over dressing. <br><br>Line serving dish with spinach leaves and pile roast vegetables on top. Serve immediately.<br><br>Serves 4.<br><br>Variation<br><br>Try including sweet potato, zucchini, carrots, beetroot, squash and baby eggplant when in season.<br><br>Serving suggestion<br><br>Serve with roast meat.	
